3.56,2.25,18.44
3.62,2.22,18.8
3.54,2.09,18.39
3.52,2,18.31
3.54,1.94,18.43
3.55,1.87,18.47
3.55,1.79,18.52
3.6,1.74,18.77
3.59,1.66,18.76
3.59,1.58,18.73
3.61,1.51,18.86
3.55,1.41,18.59
3.59,1.35,18.78
3.48,1.23,18.2
3.55,1.18,18.6
3.51,1.09,18.39
3.49,1.01,18.32
3.48,0.93,18.24
3.45,2.39,18.27
3.48,2.33,18.46
3.49,2.26,18.54
3.48,2.18,18.47
3.51,2.12,18.66
3.46,2.01,18.41
3.47,1.94,18.47
3.45,1.85,18.39
3.48,1.79,18.56
3.54,1.75,18.9
3.53,1.67,18.88
3.5,1.57,18.7
3.48,1.49,18.61
3.5,1.42,18.73
3.52,1.35,18.84
3.4,1.23,18.21
3.45,1.17,18.49
3.42,1.09,18.37
3.44,1.02,18.45
3.37,0.92,18.09
3.35,2.44,18.14
3.36,2.38,18.22
3.39,2.32,18.4
3.37,2.23,18.33
3.38,2.16,18.39
3.38,2.08,18.39
3.38,2.01,18.42
3.37,1.93,18.41
3.38,1.86,18.45
3.38,1.78,18.46
3.4,1.72,18.61
3.41,1.65,18.67
3.42,1.57,18.75
3.38,1.48,18.54
3.39,1.41,18.6
3.41,1.34,18.71
3.35,1.24,18.41
3.39,1.18,18.62
3.35,1.09,18.42
3.32,1,18.25
3.33,0.93,18.33
3.35,0.86,18.41
3.27,2.44,18.15
3.28,2.37,18.23
3.33,2.33,18.5
3.31,2.24,18.42
3.33,2.18,18.54
3.31,2.09,18.47
3.29,2,18.37
3.31,1.94,18.51
3.3,1.86,18.46
3.29,1.77,18.41
3.29,1.7,18.45
3.32,1.64,18.63
3.34,1.57,18.73
3.32,1.49,18.64
3.32,1.41,18.67
3.31,1.33,18.6
3.34,1.26,18.79
3.3,1.17,18.55
3.3,1.1,18.57
3.24,1,18.25
3.27,0.94,18.43
3.26,0.86,18.4
3.25,0.78,18.33
3.24,0.7,18.3
3.2,0.62,18.07
3.25,0.56,18.32
3.21,0.47,18.09
3.21,0.4,18.11
3.13,2.46,17.78
3.16,2.42,17.99
3.17,2.35,18.08
3.19,2.28,18.17
3.2,2.22,18.27
3.23,2.17,18.47
3.21,2.08,18.38
3.22,2.01,18.44
3.21,1.93,18.4
3.22,1.86,18.49
3.23,1.78,18.51
3.22,1.7,18.47
3.23,1.63,18.57
3.23,1.56,18.57
3.23,1.48,18.57
3.23,1.4,18.58
3.23,1.33,18.59
3.31,1.28,19.08
3.22,1.17,18.56
3.24,1.1,18.71
3.16,1,18.26
3.16,0.93,18.24
3.16,0.85,18.27
3.16,0.78,18.26
3.19,0.71,18.45
3.15,0.63,18.24
3.2,0.56,18.48
3.14,0.48,18.14
3.13,0.4,18.11
3.13,0.33,18.14
3.13,0.25,18.14
3.16,0.18,18.29
3.19,0.03,18.46
2.98,2.48,17.38
3.06,2.47,17.82
3.07,2.4,17.9
3.12,2.37,18.23
3.1,2.27,18.11
3.11,2.21,18.23
3.14,2.16,18.41
3.15,2.08,18.46
3.15,2.01,18.48
3.13,1.92,18.4
3.13,1.85,18.42
3.14,1.77,18.46
3.17,1.72,18.7
3.17,1.64,18.69
3.16,1.56,18.64
3.15,1.48,18.58
3.15,1.4,18.57
3.14,1.32,18.54
3.13,1.24,18.5
3.12,1.16,18.48
3.14,1.09,18.57
3.09,1,18.27
3.09,0.93,18.32
3.09,0.85,18.28
3.11,0.78,18.41
3.11,0.71,18.41
3.09,0.63,18.3
3.08,0.55,18.25
3.06,0.47,18.13
3.05,0.4,18.1
3.05,0.33,18.11
3.06,0.25,18.14
3.15,0.19,18.69
3.09,0.11,18.32
3.06,0.03,18.19
3.03,-0.03,17.96
2.99,-0.1,17.76
2.99,-0.18,17.77
3.01,-0.25,17.89
3.01,-0.32,17.84
2.9,2.62,17.31
2.9,2.54,17.33
2.93,2.49,17.48
2.99,2.47,17.9
3.01,2.41,18.02
3.04,2.36,18.2
3.01,2.27,18.07
3.02,2.2,18.16
3.03,2.13,18.2
3.02,2.05,18.15
3.06,2,18.42
3.06,1.93,18.46
3.06,1.85,18.46
3.08,1.78,18.58
3.08,1.71,18.59
3.06,1.62,18.53
3.08,1.56,18.62
3.07,1.47,18.58
3.07,1.4,18.61
3.04,1.31,18.43
3.15,1.28,19.12
3.09,1.18,18.72
3.06,1.09,18.57
3.01,1,18.31
3.01,0.92,18.27
3.01,0.85,18.3
3.02,0.78,18.39
3.01,0.7,18.34
3.01,0.63,18.32
3.05,0.56,18.53
2.99,0.48,18.21
2.98,0.4,18.15
2.97,0.33,18.09
2.97,0.25,18.12
2.88,0.17,17.55
3,0.11,18.29
2.95,0.03,17.97
2.95,-0.03,17.97
2.94,-0.1,17.9
2.94,-0.18,17.91
2.93,-0.25,17.86
2.89,-0.32,17.58
2.89,-0.39,17.58
2.91,-0.46,17.72
2.82,2.82,17.18
2.83,2.75,17.25
2.82,2.68,17.24
2.82,2.61,17.29
2.81,2.53,17.24
2.82,2.46,17.29
2.9,2.46,17.8
2.92,2.4,17.96
2.95,2.35,18.14
2.94,2.27,18.14
2.96,2.21,18.27
2.92,2.1,18.02
2.92,2.03,18.05
2.98,2,18.43
2.96,1.91,18.31
2.98,1.85,18.49
2.96,1.76,18.34
3.01,1.71,18.66
3.01,1.64,18.68
3,1.56,18.65
2.99,1.47,18.6
3,1.4,18.64
2.97,1.31,18.47
3.03,1.26,18.87
2.97,1.16,18.5
2.95,1.08,18.37
2.93,1,18.26
2.95,0.93,18.43
2.94,0.85,18.32
2.92,0.77,18.24
2.94,0.7,18.35
2.93,0.63,18.29
2.9,0.55,18.13
2.9,0.47,18.14
2.9,0.4,18.12
2.9,0.33,18.12
2.89,0.25,18.05
2.88,0.18,18.04
2.87,0.1,17.94
2.88,0.03,17.99
2.86,-0.03,17.87
2.87,-0.1,17.96
2.87,-0.18,17.97
2.85,-0.25,17.8
2.84,-0.32,17.75
2.82,-0.39,17.61
2.88,-0.47,18.01
2.85,-0.54,17.8
2.85,-0.61,17.82
2.85,-0.68,17.79
2.67,2.88,16.71
2.71,2.85,16.93
2.77,2.85,17.37
2.74,2.74,17.21
2.75,2.68,17.3
2.74,2.59,17.2
2.73,2.51,17.16
2.75,2.47,17.34
2.83,2.47,17.89
2.86,2.41,18.07
2.87,2.35,18.13
2.87,2.27,18.16
2.87,2.19,18.16
2.87,2.12,18.21
2.85,2.03,18.1
2.91,2,18.46
2.88,1.9,18.3
2.87,1.82,18.24
2.89,1.76,18.43
2.87,1.67,18.26
2.9,1.62,18.48
2.88,1.53,18.4
2.9,1.46,18.49
2.89,1.39,18.46
2.92,1.32,18.64
2.87,1.23,18.35
2.89,1.16,18.52
2.88,1.08,18.46
2.88,1.01,18.45
2.87,0.93,18.4
2.85,0.85,18.28
2.86,0.78,18.33
2.87,0.71,18.43
2.83,0.62,18.18
2.83,0.55,18.14
2.83,0.47,18.15
2.82,0.4,18.11
2.83,0.33,18.19
2.82,0.25,18.11
2.83,0.18,18.18
2.79,0.1,17.9
2.79,0.03,17.94
2.78,-0.03,17.89
2.79,-0.1,17.9
2.79,-0.18,17.95
2.78,-0.25,17.88
2.73,-0.31,17.52
2.68,-0.38,17.2
2.74,-0.46,17.59
2.77,-0.53,17.75
2.77,-0.61,17.8
2.75,-0.68,17.65
2.77,-0.75,17.79
2.76,-0.82,17.7
2.65,3.08,16.99
2.69,3.04,17.22
2.69,2.98,17.3
2.67,2.88,17.17
2.7,2.85,17.4
2.66,2.73,17.18
2.67,2.67,17.22
2.67,2.6,17.25
2.66,2.52,17.24
2.68,2.46,17.35
2.74,2.45,17.79
2.77,2.4,18
2.79,2.34,18.14
2.77,2.26,18.05
2.78,2.19,18.11
2.75,2.09,17.91
2.8,2.05,18.27
2.83,2,18.48
2.8,1.9,18.29
2.83,1.84,18.48
2.81,1.76,18.37
2.81,1.68,18.4
2.84,1.63,18.63
2.81,1.53,18.41
2.85,1.48,18.68
2.84,1.4,18.65
2.84,1.32,18.66
2.84,1.25,18.68
2.82,1.16,18.53
2.87,1.11,18.9
2.82,1.01,18.6
2.79,0.93,18.39
2.78,0.85,18.31
2.77,0.77,18.25
2.76,0.69,18.18
2.77,0.62,18.29
2.74,0.54,18.1
2.75,0.47,18.15
2.75,0.4,18.13
2.75,0.33,18.13
2.76,0.25,18.19
2.81,0.18,18.56
2.73,0.1,18.05
2.73,0.03,18.02
2.73,-0.03,17.99
2.73,-0.1,18.02
2.72,-0.18,17.96
2.69,-0.25,17.76
2.7,-0.32,17.86
2.68,-0.39,17.71
2.69,-0.46,17.78
2.7,-0.54,17.84
2.7,-0.61,17.81
2.7,-0.68,17.82
2.69,-0.75,17.77
2.68,-0.82,17.64
2.75,-0.91,18.1
2.63,3.35,17.23
2.62,3.27,17.22
2.62,3.19,17.21
2.61,3.11,17.19
2.61,3.04,17.23
2.6,2.96,17.18
2.6,2.89,17.22
2.6,2.82,17.24
2.6,2.74,17.21
2.58,2.65,17.15
2.6,2.6,17.26
2.61,2.54,17.39
2.63,2.48,17.52
2.71,2.48,18.05
2.72,2.43,18.2
2.73,2.35,18.22
2.74,2.29,18.32
2.7,2.18,18.08
2.72,2.12,18.22
2.71,2.04,18.18
2.72,1.97,18.29
2.73,1.91,18.38
2.74,1.84,18.46
2.75,1.77,18.49
2.74,1.69,18.48
2.76,1.62,18.59
2.76,1.55,18.59
2.75,1.47,18.58
2.77,1.4,18.71
2.75,1.31,18.57
2.8,1.26,18.95
2.75,1.17,18.61
2.88,1.14,19.48
2.73,1.01,18.52
2.74,0.93,18.53
2.7,0.85,18.28
2.74,0.79,18.59
2.72,0.7,18.44
2.77,0.64,18.78
2.68,0.55,18.21
2.68,0.47,18.17
2.68,0.4,18.18
2.66,0.32,18.09
2.72,0.26,18.49
2.64,0.18,17.96
2.69,0.11,18.25
2.66,0.03,18.09
2.66,-0.03,18.09
2.64,-0.1,17.93
2.65,-0.18,18
2.64,-0.25,17.93
2.62,-0.32,17.81
2.61,-0.39,17.75
2.67,-0.47,18.09
2.62,-0.54,17.8
2.63,-0.61,17.85
2.63,-0.68,17.81
2.61,-0.75,17.67
2.61,-0.82,17.67
2.66,-0.91,18.03
2.67,-0.99,18.11
2.57,3.52,17.32
2.53,3.39,17.08
2.55,3.34,17.19
2.55,3.27,17.22
2.54,3.19,17.21
2.55,3.12,17.27
2.51,3.01,17.05
2.55,2.98,17.31
2.55,2.91,17.37
2.54,2.82,17.31
2.52,2.74,17.24
2.55,2.7,17.44
2.52,2.59,17.25
2.52,2.52,17.28
2.54,2.47,17.41
2.64,2.49,18.1
2.65,2.43,18.24
2.61,2.32,17.98
2.67,2.29,18.37
2.63,2.18,18.14
2.65,2.12,18.28
2.67,2.07,18.46
2.63,1.97,18.22
2.64,1.89,18.26
2.68,1.85,18.56
2.66,1.76,18.44
2.68,1.7,18.58
2.68,1.62,18.61
2.67,1.54,18.55
2.69,1.47,18.67
2.69,1.4,18.69
2.69,1.32,18.71
2.67,1.24,18.62
2.67,1.16,18.57
2.66,1.08,18.52
2.66,1.01,18.56
2.64,0.93,18.4
2.64,0.85,18.39
2.68,0.79,18.71
2.58,0.69,18.03
2.64,0.63,18.47
2.59,0.54,18.11
2.6,0.47,18.14
2.59,0.4,18.08
2.6,0.33,18.18
2.61,0.25,18.25
2.61,0.18,18.23
2.55,0.1,17.8
2.59,0.03,18.11
2.59,-0.03,18.09
2.58,-0.1,18.07
2.58,-0.18,18.05
2.57,-0.25,18
2.58,-0.32,18.01
2.6,-0.4,18.18
2.59,-0.47,18.12
2.55,-0.53,17.8
2.56,-0.61,17.86
2.56,-0.68,17.86
2.54,-0.75,17.73
2.55,-0.82,17.8
2.53,-0.89,17.66
2.52,-0.95,17.54
2.64,-1.08,18.42
2.51,3.68,17.36
2.51,3.6,17.33
2.5,3.52,17.34
2.49,3.43,17.27
2.5,3.37,17.36
2.48,3.28,17.3
2.47,3.19,17.26
2.47,3.12,17.27
2.47,3.04,17.28
2.49,3,17.46
2.47,2.89,17.3
2.46,2.81,17.25
2.46,2.74,17.28
2.45,2.66,17.23
2.48,2.62,17.48
2.49,2.56,17.57
2.56,2.56,18.06
2.58,2.51,18.28
2.6,2.44,18.39
2.56,2.34,18.15
2.58,2.28,18.34
2.57,2.2,18.27
2.59,2.14,18.41
2.6,2.07,18.5
2.58,1.98,18.41
2.58,1.9,18.39
2.58,1.83,18.42
2.61,1.78,18.66
2.61,1.7,18.66
2.59,1.61,18.49
2.6,1.55,18.64
2.59,1.46,18.58
2.61,1.4,18.73
2.61,1.32,18.7
2.58,1.23,18.52
2.59,1.16,18.61
2.6,1.09,18.65
2.59,1.01,18.58
2.58,0.93,18.54
2.56,0.85,18.39
2.54,0.77,18.29
2.5,0.69,18.01
2.67,0.65,19.22
2.51,0.54,18.07
2.52,0.47,18.15
2.53,0.4,18.23
2.52,0.32,18.14
2.53,0.25,18.2
2.51,0.18,18.08
2.5,0.1,17.98
2.51,0.03,18.1
2.5,-0.03,18.02
2.51,-0.1,18.1
2.5,-0.18,18.03
2.51,-0.25,18.04
2.52,-0.32,18.14
2.49,-0.39,17.92
2.53,-0.47,18.19
2.48,-0.54,17.86
2.49,-0.61,17.9
2.48,-0.68,17.85
2.46,-0.74,17.65
2.47,-0.82,17.73
2.65,-0.96,19.04
2.42,-0.94,17.39
2.46,-1.03,17.69
2.45,-1.1,17.56
2.44,3.75,17.32
2.44,3.69,17.4
2.45,3.62,17.47
2.41,3.49,17.2
2.42,3.43,17.29
2.4,3.33,17.2
2.4,3.26,17.2
2.42,3.22,17.41
2.41,3.13,17.37
2.4,3.05,17.32
2.41,2.98,17.4
2.42,2.93,17.51
2.41,2.84,17.44
2.39,2.75,17.37
2.38,2.66,17.25
2.38,2.59,17.31
2.46,2.61,17.91
2.49,2.56,18.12
2.5,2.5,18.25
2.5,2.42,18.24
